iPhone 4;1034,999953
iPhone 4s;717,4695527
iPhone 5;966,6878359
iPhone 5s;711,5664732
iPhone 5c;711,5664732
iPhone 6;705,6597599
iPhone 6 Plus;705,6597599
iPhone 6s;401,3796619
iPhone 6s Plus;401,3796619
iPhone SE;1031,21957
iPhone 7;574,761051
iPhone 7 Plus;574,761051
iPhone X;550,8513721
iPhone 8;550,8513721
iPhone 8 Plus;550,8513721
iPhone Xr;336,3616303
iPhone Xs;336,3616303
iPhone Xs Max;336,3616303
iPhone 11;324,0710023
iPhone 11 Pro;324,0710023
iPhone 11 Pro Max;324,0710023
iPhone SE 2020;60,00004313
X3S;60,00005168
Xplay 3S;60,00005168
Xshot;60,00005168
X5;287,5888585
X5 Max;287,5888585
X3V;194,1274365
XPlay 5;254,0568502
X3F;406,281631
X6;320,8672257
X5Pro;320,8672257
X6S Plus;307,0705014
X6S;307,0705014
V3Max;716,71374
X6A;716,71374
V3;593,0751374
Y37A;593,0751374
Y35A;593,0751374
X7;349,909786
X7 Plus;349,909786
Y21L;86,29102685
Y55L;350,6171435
V5;717,0417313
X9;717,0417313
Xplay 6;717,0417313
Y67;717,0417313
X9 Plus;717,0417313
V5 Plus;652,8511729
V5 Lite;652,8511729
Y55s;578,5155115
Y25;429,4539854
Y66;429,4539854
V5s;149,453876
X9s;158,8161365
X9s Plus;158,8161365
Y69;488,3084813
V7+;314,6698844
Y53;314,6698844
X20;314,6698844
X20 Plus;314,6698844
Y79;206,0201431
Y75;724,6867161
X20 Plus UD;60,00005168
V9;729,8785237
Y85;729,8785237
X21 UD;729,8785237
X21;729,8785237
Y83;729,5197116
Y71;729,5197116
V7;729,5197116
Y75s;643,5030534
Z1;643,5030534
X21i;643,5030534
Z1i;431,2485052
NEX S;431,2485052
NEX;431,2485052
Z10;278,5170532
Y81;86,29112329
X23;242,164967
Y97;242,164967
V11 Pro;242,164967
V11i;242,164967
V11;242,164967
Y73;201,9722192
Y81i;201,9722192
Z3;201,9722192
Z3i;201,9722192
V9 Pro;201,9722192
X21s;601,9239651
Y95;601,9239651
Y91;601,9239651
Y93;601,9239651
Z1 lite;601,9239651
NEX Dual Display;487,1098644
Y93s;487,1098644
Y89;220,6849774
V15 Pro;708,4560766
U1;708,4560766
Y85 MT6762;708,4560766
S1;255,2714101
X27;255,2714101
Y91C;255,2714101
V15;255,2714101
iQoo;255,2714101
Z3x;204,3214391
Y17;204,3214391
X27 Pro;204,3214391
Y15;728,9368575
Z5x;728,9368575
Y91i;728,9368575
S1 Pro;728,9368575
Y12;729,9999551
Y90;729,9999393
S1 P65;729,9999393
Y7s;729,9999393
Z1 Pro;729,9999393
iQOO Neo;729,9999393
iQOO Pro;705,2303596
V17 Neo;705,2303596
Z5;705,2303596
U3x;472,5494797
U10;472,5494797
V17 Pro;472,5494797
Nex 3;472,5494797
Z1x;472,5494797
Y11;60,00005168
iQOO Neo 855;60,00005168
U3;60,00005168
U20;60,00005168
Z5i;60,00005168
S5;60,00005168
Y5s;60,00005168
Y19;60,00005168
X30;288,9397842
X30 Pro;288,9397842
V17;288,9397842
Y9s;288,9397842
iQOO Neo 855 Plus;288,9397842
Z6;729,9999483
iQOO 3;729,9999483
NEX 3s 5G;729,999961
iQOO Neo3;60,00005168
V19;60,00005168
Y50;60,00005168
S6;60,00005168
Y70s;729,9999483
iQOO Z1;729,9999483
Y30;729,9999483
Z5x 712;729,9999483
V19 Neo;729,9999483
X50;729,9999483
X50 Pro;729,9999483
X50 Pro+;729,9999483
Galaxy Ace;64,98292057
Galaxy Ace Plus;193,6584391
Galaxy Ace 2;82,77012381
Galaxy Ace Duos;327,8283461
Galaxy S3 LTE I9305;327,8283461
Galaxy S3;327,8283461
Ativ S;142,2391073
Galaxy S3 mini;217,1822459
Galaxy Grand Duos;242,9105543
Galaxy Grand;242,9105543
Galaxy Xcover 2;151,3866571
Galaxy S2 Plus;151,3866571
Galaxy Express;151,3866571
Galaxy Young;471,4673616
Galaxy S4 Duos I9502;438,879258
Galaxy S4 I9500;438,879258
Galaxy S4 I9505;231,90981
Galaxy Mega 5,8;231,90981
Galaxy Mega 6,3;231,90981
Galaxy Trend II;231,90981
Galaxy Core;529,4721289
Galaxy Ace 3;519,5152828
Galaxy S4 mini I9195 LTE;519,5152828
Galaxy S4 mini I9192 Duos;519,5152828
Galaxy S4 mini I9190;519,5152828
Galaxy S4 zoom;519,5152828
Galaxy S4 Active;519,5152828
Galaxy Note 3 N9005 LTE;290,4474222
Galaxy Note 3 N9000;290,4474222
Galaxy Express 2;195,8896198
Core Plus;195,8896198
Galaxy Grand 2;167,6777344
Trend Plus;427,6198551
Galaxy Grand Neo (dual sim);267,6179184
Trend Lite;229,7320733
Galaxy S5;229,7320733
Galaxy Note 3 Neo LTE+;229,7320733
Galaxy Core LTE;229,7320733
Galaxy S3 Mini VE;364,7215508
Galaxy S5 Octa Core;198,915711
Galaxy K zoom;198,915711
Galaxy S3 Neo;198,915711
Galaxy Ace 4;366,050396
Galaxy S5 Mini;366,050396
Galaxy S5 Duos;366,050396
Galaxy Young 2;275,1839252
Galaxy Core 2;275,1839252
Galaxy Alpha;204,8920824
Galaxy Note 4;269,9589778
Galaxy Note Edge;269,9589778
Galaxy Mega 2;269,9589778
Galaxy Grand Prime;269,9589778
Galaxy S5 Plus;198,1709065
Galaxy A3;198,1709065
Galaxy A5;198,1709065
Galaxy Grand Neo Plus;455,4371725
Galaxy Core Prime;455,4371725
Galaxy J1 mini;338,1958982
Galaxy A7;338,1958982
Galaxy E7;338,1958982
Galaxy E5;338,1958982
Galaxy J1;338,1958982
Galaxy S6 Edge;360,9536104
Galaxy S6;360,9536104
Galaxy Xcover 3;360,9536104
Galaxy S6 Active;357,2122103
Galaxy J5;357,2122103
Galaxy A8;202,5081064
Galaxy Note 5;367,4893695
Galaxy S6 edge+;367,4893695
Galaxy J2;295,4559923
Galaxy J7;295,4559923
Galaxy On7;246,9586956
Galaxy On5;246,9586956
Galaxy J3;86,29107072
Galaxy A5 (2016);236,0928387
Galaxy A3 (2016);236,0928387
Galaxy A7 (2016);236,0928387
Galaxy A9 (2016);236,0928387
Galaxy J1 (2016);223,2471962
Galaxy S7 Edge;439,050992
Galaxy S7;439,050992
Galaxy J7 (2016);453,3214562
Galaxy J5 (2016);453,3214562
Galaxy A9 Pro (2016);125,2503718
Galaxy C5;583,3929145
Galaxy C7;583,3929145
Galaxy J3 (2016);583,3929145
Galaxy J2 Prime;702,1941547
Galaxy J3 Pro;702,1941547
Galaxy S7 Active;702,1941547
Galaxy Note 7;518,1145948
Galaxy A8 (2016);441,8459388
Galaxy J7 Prime;441,8459388
Galaxy C9;98,90959231
Galaxy On Nxt;98,90959231
Grand Prime+;98,90959231
Galaxy J5 Prime;98,90959231
Galaxy On8;98,90959231
Galaxy On5 2016;86,29108791
Galaxy J2 Ace;495,4774946
Galaxy C7 Pro;495,4774946
Galaxy A5 (2017);495,4774946
Galaxy A3 (2017);495,4774946
Galaxy A7 (2017);533,2860458
Galaxy S8;604,1632659
Galaxy S8+;604,1632659
Galaxy Xcover 4;604,1632659
Galaxy C5 Pro;60,00005168
Galaxy J3 (2017);471,4530634
Z4;471,4530634
Galaxy C7 2017;501,4993356
Galaxy J7 (2017);501,4993356
